start,end,speaker,text
01:42:35.410,01:42:44.170,spk_6,"But should there not be a body of contemporaneous -- yes -- relevant evidence before a presumption is erected against any party?"
01:42:44.690,01:43:12.090,spk_4,"My Lord, the presumption that there is at the moment, is based on the evidence that we have at the moment. I would argue that before one changes that presumption, there should be a fresh body of evidence. The presumption is there already, and is based, [inaudible] say, on Pigott and"
01:43:12.100,01:43:13.020,spk_3,"the"
01:43:13.030,01:43:30.110,spk_4,"long experience of the wardship jurisdiction and subsequently the family jurisdiction as to -- on children, on how children function, the effect these matters have on children, the effects of being in care, of being in conflict with your"
01:43:30.110,01:43:31.030,spk_3,"family."
01:43:31.110,01:43:59.840,spk_4,"For example, the assumption which may not be based entirely on research, but it's certainly based on professional knowledge, that these things are far worse for a child who is unsupported by their family, which of course, is very often the case in care proceedings that a child who is not believed, and is isolated by the family, is a very, very vulnerable child, indeed."
01:44:02.450,01:44:11.730,spk_2,"Could you possibly help with your paragraph 10 on the last page? What are these -- what do you suggest are the adequate counterbalancing -- Oh, I'm sorry,"
01:44:12.840,01:44:13.080,spk_3,"is"
01:44:13.080,01:44:24.980,spk_2,"it really paragraph -- it's the concluding summary, sorry yes. Paragraph 10 of your concluding summary, on the last page, you say that there are current jurisprudence that shows adequate counterbalancing measures, what are of these?"
01:44:25.510,01:44:30.130,spk_4,"Well, My Lord, that was in reference to the points I made"
01:44:30.980,01:44:31.130,spk_3,"in"
01:44:31.130,01:44:39.760,spk_4,"my argument, when I was arguing, starting at paragraph 11 onwards, and particularly at paragraph"
01:44:39.760,01:44:40.960,spk_3,"18,"
01:44:41.020,01:45:19.920,spk_4,"that despite the fact that the current jurisprudence on this subject didn't mention, as far as I can ascertain, either Article 6 or Article 8 that, in fact, the cases pursued a course of recognising the importance of a fair trial, recognising the difficulties being caused by the fact that this evidence was not tested in cross-examination, and then directing themselves as to how to deal with this issue, all of which could well"
01:45:19.920,01:45:20.860,spk_3,"be"
01:45:20.900,01:45:24.560,spk_4,"seen as counterbalancing measures, as required."
01:45:24.570,01:45:31.900,spk_2,"So I'm sorry, the counterbalancing measure is the self-direction that you pay less regard to the evidence than had it been cross-examined to?"
01:45:31.900,01:46:19.110,spk_4,"The problems of considering untested evidence, it's not so much that you necessarily pay less regard for it, but, I think as one judge put it, you consider it very anxiously. And certainly the -- in particular, in consideration of the other evidence there is, that either supports or detracts from it, which is part of the problem considering untested evidence. And yes, and part of that is the weakening of the evidence for the initiators of the proceedings, and the strength or otherwise of other evidence and implications of getting it wrong. The cases, which are basically R v B County Council Ex parte P, Re P (Witness Summons),"
01:46:19.120,01:46:20.430,spk_3,"LM and"
01:46:20.560,01:46:22.810,spk_4,"Re W Care Orders Sexual"
01:46:22.810,01:46:23.970,spk_5,"Abuse,"
01:46:23.980,01:47:15.000,spk_4,"have all in their various ways addressed some or all of those issues, and that in so far -- this is really a point that addresses the Article 6 point, that if you are going to, if you are going to move away from a constituent right in Article 6 in relation to a fair trial, such as the issue of being able to cross-examine a witness or confront your accuser, you have to have counterbalancing measures in place to ensure that the trial is otherwise overall fair. And that is my argument, My Lord, that despite the lack of mention of Article 6 and Article 8, that this process has in fact been followed by the courts,"
01:47:16.640,01:47:16.780,spk_2,"that"
01:47:16.780,01:47:34.160,spk_4,"they follow a process of -- an understanding of the basic principles of natural justice and the necessity for a fair trial, as indeed, is pointed out at some length in Horncastle, and are very alive to the difficulties that that causes. [Pause]."
01:47:48.970,01:48:05.020,spk_2,"I'm sorry to be tiresome, but I mean, you mentioned Horncastle, but I mean, the one thing we can be sure about is that if this was a Horncastle case, a criminal case, this child would be called. I mean this wouldn't be a case for having admitting hearsay without the child being called."
01:48:05.090,01:48:40.910,spk_4,"No, that's right. But the essential argument is that care proceedings are designed to protect children, and their underlying principle is the welfare of the child, and the child's interests are paramount. And to contemplate, in the course of that, pursuing a course that is likely to traumatise or re-traumatise, an abused child, is contrary to the essence of the proceedings. And"
01:48:40.910,01:48:42.120,spk_2,"therefore the"
01:48:42.120,01:49:45.160,spk_4,"courts have found, in various ways, ways of avoiding to do that, while still attempting to achieve a fair trial. My Lord, then, the current situation on the -- is that the ABE interview and the ABE evidence route is the best that has been devised, in the absence of any further research suggesting that something else would be better. But My Lord, it's no part of the local authority's case to say that this is satisfactory in every way, because it cannot be satisfactory in every way, from the point of view of the person on the receiving end of an allegation. Obviously, they would feel that the trial was fairer, and indeed, it would be fairer, if they were able to cross-examine. But from the point of view of the family jurisdiction, looking at the welfare of the child, that is a price too high to pay in terms of what is in the best interests of the child. [Pause]."
01:49:51.140,01:49:57.780,spk_2,"And if the proceedings fail because the child wasn't [inaudible], she too would think it would have been fairer to have given her a chance to --"
01:50:01.530,01:50:10.900,spk_3,"This is a very anxious question, isn't it? It is. Because on the one hand, Mr Geekie says, and"
01:50:12.880,01:50:13.440,spk_5,"strikes"
01:50:13.440,01:50:59.870,spk_3,"me as being, possibly more likely to be correct, that although the judge will warn herself time and again, you know, of what she might do about the fact that it's hearsay, there is actually a hidden bias towards accepting it, for some of the very reasons that My Lord is putting forward, so that it may be more likely that -- the problem that he's putting forward is probably not very common, but of course, that would be part of the complaint that Mr Geekie is making. Am I making myself [inaudible]? There aren't a lot of judges who throw out a care case on the basis that they didn't hear direct evidence from the child."
01:50:59.880,01:51:13.680,spk_4,"No, My Lady, but there are judges who threw out a care case on the basis that the ABE interview does not disclose, or satisfactorily disclose, in the light of all the other evidence, the explanation of"
01:51:13.690,01:51:15.460,spk_2,"the -- you're whispering again."
01:51:15.460,01:51:53.800,spk_4,"Sorry, I beg your pardon, My Lord, there are judges who will throw out care cases on the basis that the ABE evidence does not satisfactorily disclose, in the light of the other evidence and the evidence of the alleged perpetrator, abuse. That certainly happens, that sometimes ABE interviews, what is described is somewhat inchoate or is capable of an alternative explanation, or other evidence discloses the child may well have a motive. So it doesn't -- the ABE interview doesn't inevitably result in a finding."
01:51:54.940,01:51:57.220,spk_3,"No, of course not."
01:51:57.920,01:52:27.280,spk_4,"And indeed, of course, I suppose one could equally argue that in criminal proceedings, that a determined child who, for whatever reasons, proposed to stick by allegations that were false, is unlikely, perhaps with the softer kind of cross-examination style used for children, to change her evidence, there will be a miscarriage of justice in the criminal courts equally well, or equally badly, perhaps if I can put it that way, My Lord."
01:52:29.010,01:52:41.570,spk_2,"And what happens in the case if father, or step father says, Well, actually, you know, the child did have a motive for lying, and it's this. I mean, does he have to disclose his hand in advance of the care proceedings? Yes,"
01:52:41.570,01:52:51.340,spk_4,"he does. He does have. My Lord, yes, in care proceedings there is a positive obligation on all parties to provide their evidence. Yeah, I see."
01:52:52.840,01:52:53.350,spk_2,"The parents"
01:52:53.350,01:52:58.150,spk_4,"cannot sit back and say to the local authority, Will you prove it? And --"
01:52:58.220,01:53:05.710,spk_2,"but if in this sort of situation [inaudible] child had a motive, somebody then go and put the motive to the child and say, What do you say about this? How does that work?"
01:53:07.770,01:53:09.090,spk_4,"That isn't usually done, My Lord."
01:53:09.340,01:53:10.440,spk_2,"It isn't?"
01:53:10.450,01:53:10.920,spk_4,"No."
01:53:11.370,01:53:18.680,spk_0,"Was Charlotte's full sister mentioned at all in the ABE interview, can you remember?"
01:53:19.390,01:53:23.680,spk_4,"She was mentioned by Charlotte. But bear with me one moment. [Whispering]"
01:53:25.210,01:53:25.370,spk_1,""
01:53:25.370,01:53:26.070,spk_4,""
01:53:28.550,01:53:29.200,spk_2,""
01:53:30.670,01:53:33.450,spk_3,""
01:53:33.850,01:54:49.040,spk_4,"That's right, yes. In this particular case, because there had been a previous allegation that had been retracted, and because the child gave an explanation as to that previous allegation and its retraction, which involved the explanation about being jealous of the other sister, then, yes, it was mentioned in that context, but it would not normally be the case, no, that if a child gives an ABE interview and the father is subsequently interviewed, or subsequently files a statement saying, Well, this is the explanation for it, that isn't usually taken back and shown to the child, who then gives a further interview. I think one of the suggestions in Pigott that wasn't implemented, was that that very process should happen even in criminal proceedings, in the sense that you do an ABE interview of the child, you show it to the defence, he says what he has to say about it, and his council then questions the child in a subsequent interview, that that whole process taking place in the first few weeks, and the child's job is then finished, and you then have both examination and cross-examination. But that has never been implemented."
01:54:50.380,01:55:04.930,spk_3,"There actually is provision for it, also, in the more recent legislation, yes. But as I understand it, that has -- certainly what we were told in Camberwell, was that has that has not yet been implemented. It's"
01:55:04.930,01:55:05.610,spk_4,"not going to be."
01:55:06.440,01:55:07.530,spk_3,"Yes."
01:55:07.540,01:55:20.830,spk_4,"My Lady, and part of the tension there might be, the wish in criminal proceedings, on the part of defendants in criminal proceedings to keep their powder"
01:55:20.830,01:55:22.170,spk_5,"dry, as"
01:55:22.170,01:55:29.660,spk_4,"opposed to care proceedings, where you want everybody to say what they've got to say right at the beginning."
01:55:29.910,01:55:58.720,spk_5,"Just on your general basis for approaching these cases in the lights of the Pigott approach and a general belief that there is a real risk of traumatization, that isn't actually really consistent with, for example, LM, itself at tab 4 in paragraph 51, there is in fact, a recognition"
01:55:58.720,01:55:59.290,spk_2,"by"
01:56:03.010,01:56:05.970,spk_5,"Lord -- Dame Janet Smith,"
01:56:08.110,01:56:08.570,spk_2,"that there is a"
01:56:08.580,01:56:11.480,spk_5,"danger of psychological harm, but she says,"
01:56:11.740,01:56:12.930,spk_2,"In the absence of evidence,"
01:56:12.930,01:56:34.930,spk_5,"I cannot assess the gravity of that danger, I can only place limited reliance on the judge's impression of L, he seemed to regard her as fairly robust, but in my view, that is not a satisfactory basis on which to conclude that there will be no psychological harm. She seemed to think it's all a matter of the particular case, didn't she there?"
01:56:35.140,01:56:36.800,spk_4,"My Lord --"
01:56:36.800,01:56:39.450,spk_5,"In other words, it's not a sort of a general conclusive assumption."
01:56:40.270,01:56:50.130,spk_4,"My Lord, the presumption is that it is normally not done, based on the Pigott approach, which is that it is likely"
01:56:50.140,01:56:51.020,spk_2,"to,"
01:56:51.260,01:57:34.040,spk_4,"that does not that does not enable, as is the way of scientific statistics, it doesn't enable you to point at any one child and say, That child will definitely be harmed or that child will definitely not be harmed. Where it is argued that there is a particular justification, there is then another another argument to be had, about the extent to which the presumption is rebuttable, in the case of this particular child. And My Lord, that is what is going on, we would say, here, the judge does say there is a danger it will cause psychological harm, in the absence of evidence, I cannot assess the gravity of that danger. [Inaudible] Whatever"
01:57:34.040,01:57:36.950,spk_5,"it was, it was overridden on the circumstances of that case. Of that"
01:57:36.950,01:59:05.830,spk_4,"particular case, yes, where there was a huge lacuna in the evidence, where the mother had retracted and said, Well, I put the child up to it and nobody knew -- they got to the -- virtually to door, of the Court with nobody knowing what the child said. It would certainly have been the case for seeking another ABE interview had there been time, but there is another matter which, My Lords who have not practiced in the family jurisdiction may not be aware of, that although they are called joint investigations, when the police and social services investigate jointly, which results in an ABE interview, in practice, it is very much the police who call the shots. And if the police decide, that for whatever reason, that they're not going to do an ABE interview, the local authority can be left hanging. This particular case is unusual, that it was put to the judge that the local authority are also ABE trained, and that if the judge were to express herself in certain terms, the police might be persuaded to lend the local authority their facilities, because it's the police who have the facilities for conducting the interviews. And in that particular case, the judge did so express herself and the police did, but that is unusual, and had the police said no, the local authority are not usually in a position to conduct ABE interviews by themselves. It would be"
01:59:05.830,01:59:09.750,spk_0,"a convenient moment, or is there something else you want to us --"
01:59:12.230,01:59:21.480,spk_4,"Sorry, My Lord, I'm sorry, I was just digressing there, but looking again at the point raised, My Lord"
01:59:21.480,01:59:22.200,spk_3,"about this"
01:59:22.210,01:59:29.540,spk_4,"particular judge, in this particular case, trying to see if there was a justification for departing from the"
01:59:29.540,01:59:30.730,spk_2,"norm, if I can"
01:59:30.730,01:59:33.030,spk_4,"also refer you, My Lord, to paragraph 41"
01:59:37.020,01:59:37.590,spk_2,"where it's"
01:59:37.590,02:00:04.450,spk_4,"said in terms, In my judgement, there is no reason to say the law has moved on since that guidance was given, that guidance was based upon the results of research into the ill effect on children giving evidence in cases of abuse. There was no evidence before us and none before the judge to suggest that this research has been invalidated. The mere fact that the child does not now have to stand in the witness box is an advance, but it does not seem to me to go to the heart of the problem, which is the psychological effect on the child of having to talk about the abuse and having the account challenged as"
02:00:04.460,02:00:14.980,spk_2,"untrue. [Inaudible]. Thank"
02:00:14.980,02:00:15.530,spk_0,"you very much."
02:00:16.670,02:00:17.330,spk_2,"My Lord, can"
02:00:17.330,02:00:23.750,spk_1,"I offer make good the absence of the copies of the ABE? We can get some copied off for tomorrow, and if the Court wants one copy"
02:00:23.750,02:00:24.990,spk_2,"overnight, we have two here."
02:00:24.990,02:00:26.560,spk_1,"Well,"
02:00:26.570,02:00:58.640,spk_0,"I think if there's one available, we will happily take that tonight, thank you. I was going to say more generally that if any party wants to put in more material tomorrow, in view of the urgency of this case, it would be very helpful if we could get it before Court rather than it being handed over in Court, I mean, even if it's only half an hour before, that's better than nothing, and an hour is -- would be even better. Very good. And we'll resume at 10:30 in the morning."
02:01:02.290,02:01:03.870,spk_2,""
start,end,speaker,text
00:00:30.630,00:00:31.100,spk_0,"[Inaudible]."
00:00:33.220,00:00:33.840,spk_1,""
00:00:33.840,00:00:34.920,spk_0,""
00:00:34.930,00:00:35.600,spk_2,"W (Children)."
00:00:38.660,00:00:43.450,spk_3,"Ms Davis. My Lords, My Lords,"
00:00:44.370,00:00:44.460,spk_0,"I"
00:00:44.460,00:01:11.460,spk_3,"believe I have covered a majority of substantive areas. I've, my learned junior and I endeavoured overnight to put together in a written form our thoughts on how a judge at first instance should approach this matter, the guidance that they should be given, and that is the typed list that appears before"
00:01:11.460,00:01:11.890,spk_0,"you."
00:01:14.690,00:01:17.450,spk_1,"Thank you very much. Do you want to take us through it"
00:01:17.460,00:03:25.260,spk_3,"now? Yes. My Lord, the first thing I can say, on looking at it again with fresh eyes this morning, it occurs to us that exceptional circumstances and where there are specific justification, is somewhat tautologous, and to say it is undesirable and should only be required in exceptional circumstances, would be sufficient. The thinking behind the idea that it is undesirable for child to give evidence, again goes back to the point I was making yesterday, that that is the current evidence base, that it is likely to be traumatic or damaging. And that although one can say that there are perhaps a percentage of children who are not so traumatised or damaged, the current evidence base is not sufficient to counter at the findings of Pigott. And that it is also extremely difficult for a judge in those circumstances to be able to say, looking at a particular child, Well, you are one of those that is likely to be damaged, or you are one of those who is not likely to be damaged. Then the issue of the Article 6 rights, which are obviously important in relation, to the alleged abuser in particular. Of course, all parties have Article 6 rights, but it is his Article 6 rights that are the particular concern in this situation, and then in deciding whether there are exceptional circumstances, a list of all the matters that the judge must bear in mind, if those factors applied to that particular case. And one in particular, of course, is the age and maturity of the child, that where a child is approaching 17, or 17 and approaching 18, the view a judge at first instance takes, as to the extent of the undesirability, and whether or not that is an exceptional circumstance, may"
00:03:25.260,00:03:26.070,spk_1,"be very different,"
00:03:26.080,00:05:21.270,spk_3,"as a view a judge would take if the child was, say, 12, but it is very difficult to put specific age groups on this is, as of course, children vary a great deal. And then the other issues, which have been highlighted as important in a variety of cases, and indeed, in in Pigott, the degree of harm suffered, the support the family has from family and other sources, which is a very important point in care proceedings, as I alluded to yesterday, and the significance of the child's evidence to the case, and the strength of the other evidence, which, of course, is a matter that has arisen in some of the criminal cases that have gone to the European Court of Human Rights, as to whether there is such a test as the sole and decisive evidence test, which is a matter of issue in Horncastle, the case Horncastle, and the strength of the other evidence. So again, that is something that a court would have to bear in mind, as to whether it is simply the word of the child against an adult or what other evidence there is. And that, of course, also -- that consideration is perhaps allied with the last consideration, which is number 11, which is the ability of the alleged abuser to challenge allegations, so that if there is other evidence that is relevant, that can be tested. Passage of time since the child made allegations. That is important, bearing in mind the matter that was being dealt with yesterday. And, My Lords, we've put before the Court this morning the case that was mentioned yesterday of Re D Child Abuse Interviews, which deals with"
00:05:21.280,00:05:21.790,spk_2,"the --"
00:05:21.800,00:05:48.240,spk_3,"mentions the philosophy, as it were, and the understanding -- evidence based understanding of, and the reasons behind, the principles laid down in the memorandum -- the Cleveland Report Memorandum. My Lords, it was emailed, I'm so sorry. Yes, we"
00:05:48.240,00:05:55.720,spk_1,"have got it. It seems to be a classic example of just everything being done as wrong, as badly as it could have been."
00:05:56.100,00:05:59.110,spk_3,"Yes, yes. Repeat interviews."
00:06:00.400,00:06:15.080,spk_4,"Have you got a spare copy? Pardon? Have you got a spare copy? Oh, I'm so sorry My Lord. Have you got a spare? [Inaudible]. It's on my desk. [Inaudible]. Thank you very much."
00:06:18.470,00:06:19.240,spk_3,""
00:06:20.580,00:06:21.310,spk_4,""
00:06:25.380,00:06:25.670,spk_3,"Yes,"
00:06:25.670,00:06:26.870,spk_2,"a classic example"
00:06:26.870,00:06:27.970,spk_3,"of everything that's done wrong, but it"
00:06:27.970,00:06:29.260,spk_0,"was, in"
00:06:29.260,00:06:39.330,spk_3,"particular, it's at the bottom of page 17, and the beginning of"
00:06:39.340,00:06:40.290,spk_0,"page"
00:06:40.690,00:06:46.510,spk_3,"18, well the judge -- the Court"
00:06:47.030,00:06:47.940,spk_2,"We've got a computer printout. Oh."
00:06:49.650,00:06:50.300,spk_3,"Well,"
00:06:50.310,00:06:53.320,spk_1,"we've got some way you can track it if you -- We can track it, yes."
00:06:53.360,00:06:54.240,spk_2,"Internal page"
00:06:54.240,00:06:56.360,spk_3,"7? Yes, they come"
00:06:56.360,00:06:57.980,spk_0,"up very faded"
00:06:58.300,00:07:01.100,spk_3,"in between the paragraph's, you get these little faded page numbers,"
00:07:01.330,00:07:02.440,spk_2,"and they appear at"
00:07:02.450,00:07:05.400,spk_3,"what is in fact the top of each page."
00:07:05.410,00:07:06.340,spk_2,"But it's internal"
00:07:06.340,00:07:07.460,spk_3,"page 7 of this -- which print?"
00:07:10.210,00:07:10.840,spk_2,"Internal"
00:07:10.840,00:07:11.730,spk_3,"page 7 of this"
00:07:11.730,00:07:12.320,spk_1,"printout. Yes, yes, but which bit are you?"
00:07:13.360,00:07:14.280,spk_3,"Where"
00:07:14.280,00:07:14.890,spk_2,"the"
00:07:14.900,00:07:19.350,spk_3,"Court says, there are, however, some general observations, which I feel I ought to make."
00:07:20.170,00:07:21.210,spk_1,"Penultimate paragraph, yeah?"
00:07:21.220,00:07:22.570,spk_3,"The penultimate paragraph, yes. [Pause]."
00:07:39.550,00:07:41.710,spk_1,"And this is Lady Justice Butler's [inaudible]?"
00:07:41.710,00:07:43.000,spk_0,"Yes, yes,"
00:07:43.000,00:07:43.350,spk_3,"My Lord. [Pause]."
00:07:59.800,00:08:00.550,spk_0,"Yes. [Pause]."
00:08:12.400,00:08:13.230,spk_3,"My Lord,"
00:08:14.200,00:08:14.350,spk_0,""
00:08:14.350,00:08:17.140,spk_3,"I've lost my"
00:08:17.140,00:08:17.680,spk_0,"crib sheet."
00:08:18.720,00:08:19.740,spk_3,"Excuse me one moment, My"
00:08:19.760,00:08:20.900,spk_2,"Lord, I seem to have"
00:08:20.910,00:08:25.110,spk_3,"put my proposed guidance in amongst Re D. All right, here it is."
00:08:25.920,00:08:26.020,spk_0,"My"
00:08:26.020,00:08:56.160,spk_3,"Lords, of course, on that, it can no doubt be argued, that of course, the younger the child, the more those principles apply. But it is perhaps a matter of art rather than a matter of science at what point it is possible to say, that it is no longer the case that the more you question a child, the most likely you are to come up with the answers that you want"
00:08:56.160,00:08:57.240,spk_0,"to hear and the"
00:08:57.240,00:08:59.650,spk_3,"less reliable evidence is likely to be."
00:08:59.660,00:09:19.880,spk_4,"Just as a matter of interest, it may be that you can't give the answer, and certainly my experience is very stale, and things may have changed, but in criminal cases are courts, juries in particular, given this sort of information?"
00:09:19.910,00:09:21.830,spk_3,"No. I"
00:09:21.840,00:09:36.190,spk_4,"know that's my -- no it's not. And yet that is exactly the situation where the child is being questioned, where it's very, it's rather paradoxical that in the situation where the child isn't being questioned, all this information is behind the reasoning."
00:09:36.200,00:10:05.640,spk_3,"Yes, and of course, one can only, one can imagine, in the criminal courts at a six or seven year-old child with a grown man, and it doesn't have to be, doesn't have to be scary, it doesn't have to be a big man in a wig and gown, and it doesn't have to be in a courtroom, but simply saying with firmness, Well, this is what really happened, isn't it? Repeating it several times, may well elicit the response, Yes, because that is the way sometimes children can be in that situation."
00:10:05.660,00:10:07.350,spk_4,"That happens over a video link, of course."
00:10:07.360,00:10:22.170,spk_3,"It does, but there's a huge lack of cross-fertilisation of understanding and ideas between the criminal jurisdiction and the care jurisdiction, in this area as well as in many others, My Lord,"
00:10:22.170,00:10:22.770,spk_0,"which,"
00:10:23.800,00:10:33.090,spk_3,"presumably is a matter of concern to those in the family field and concern for different reasons for those in the criminal field. But, yes,"
00:10:33.090,00:10:44.180,spk_1,"is there a criminal specialist or some judge who might even have some influence in the criminal jurisdiction going beyond this family Justice Council Working Party chaired by Lord Justice Thorpe?"
00:10:44.370,00:10:45.570,spk_3,"Who,"
00:10:45.580,00:10:46.180,spk_1,"do we know?"
00:10:48.250,00:10:50.150,spk_3,"No, we don't. We only know that they are going ask people [inaudible]."
00:10:50.150,00:10:52.810,spk_1,"It might have been a good idea to have a senior presiding judge or something."
00:10:53.300,00:11:21.620,spk_3,"Yes, yes. And because there are those of us who see both jurisdictions on occasions, there are lines of questioning pursued in criminal proceedings, that are perfectly legitimate in criminal proceedings, that would seem quite bizarre to pursue in family proceedings, because they're coming -- their understanding of how children work, and what makes children tick, and how children talk about these things is"
00:11:21.620,00:11:22.360,spk_0,"very different."
00:11:22.470,00:11:31.450,spk_3,"So to have both, I would agree, on the Family Justice Council, to have both disciplines would seem to me to be very important, yes. But"
00:11:31.450,00:11:38.490,spk_0,"with the object of educating the criminal justice system rather than the object of educating the family justice system. Yes, I'm"
00:11:38.490,00:11:40.300,spk_3,"sure the criminal justice people would see it the other way around, but"
00:11:40.310,00:11:41.470,spk_0,"exactly."
00:11:42.200,00:11:43.360,spk_1,"It might give some advantage to both."
00:11:43.370,00:11:43.910,spk_0,"Yes,"
00:11:44.240,00:13:25.680,spk_3,"indeed, passage of time since a child made allegations, again, is something that, we would say, is probably very important with small children, and possibly by the time they're getting towards adulthood, becomes less important. But children may well have, again, this is something that needs an evidence base, a different perception of the importance of trying to give an answer that an adult wants to hear, as opposed to saying, Well, it's so long ago, I don't remember, again, these are difficult concepts. Likelihood of any further delay, of course, delay being inimicable to children. The likelihood of children having to give evidence in other proceedings, a matter that's already been raised in many cases, given the evidence base that it's likely to be traumatic and damaging to have to repeat that experience. Evidence of harm to a child from giving evidence, including expert evidence, thought appropriate, the point at which a judge, at the first instance, is concerned that this may well be an exceptional circumstance, and is considering whether or not there is any justification for the child giving evidence in the proceedings. The judge of first instance, of course, then has to make a decision on all these issues, on evidence of harm. And that is a very difficult one, and it's a very difficult decision for a judge. But it is one that would have to be"
00:13:25.680,00:13:26.780,spk_0,"tackled,"
00:13:26.870,00:13:50.460,spk_3,"and it may well be that in addition to the thoughts of the parents, the guardian and the local authority, and particularly if there are treating psychologists and psychiatrists involved, or indeed an independent expert, it may be appropriate to seek their advice on this matter, and the child's wishes and feelings, of course. You"
00:13:50.460,00:13:51.720,spk_1,"need to switch your thing back"
00:13:51.720,00:14:07.260,spk_3,"on. Oh, I'm sorry, I keep leaning on the button. Yes, and of course, the child's wishes and feelings, abuse of the others and the ability of the alleged abuser to challenge allegations, which I've already referred to in relation to number 4."
00:14:09.240,00:14:17.010,spk_1,"Just going back to the opening words of this paper, the starting point is that it's undesirable, I mean, I just wonder about that, that seems to"
00:14:18.790,00:14:19.310,spk_3,"beg"
00:14:19.310,00:14:25.360,spk_1,"every question. The starting point is that it's likely to be damaging for a child, [inaudible],"
00:14:25.360,00:14:26.680,spk_0,"I"
00:14:26.680,00:14:32.190,spk_1,"mean, that's wide, it's likely to be damaging. If you say it's undesirable, then you've answered them."
00:14:34.250,00:14:34.680,spk_3,"Yes."
00:14:34.680,00:14:37.060,spk_1,"You said that it is undesirable, end of story."
00:14:37.070,00:14:38.180,spk_3,"Yes, it may"
00:14:38.180,00:14:42.480,spk_1,"not be, it may be highly desirable because that's where the balance ultimately falls."
00:14:43.270,00:14:48.750,spk_3,"So to have a rather a presumption on the outcome, a presumption on the underlying reasons,"
00:14:48.760,00:14:49.390,spk_1,"which"
00:14:49.390,00:14:54.430,spk_3,"is that the starting point is that it is likely"
00:14:54.430,00:14:58.420,spk_1,"to be damaging and traumatic for a child to give evidence [inaudible]."
00:14:59.010,00:14:59.750,spk_3,"Yes, My Lord, yes."
00:15:00.670,00:15:14.450,spk_1,"And which of the next words are you suggesting [inaudible] deleted, it should only be required where there is specific justification, well, I think I might accept that, but I mean exceptional circumstances, we've all been around this course so"
00:15:14.450,00:15:14.870,spk_0,"often -- yes --"
00:15:15.460,00:15:16.550,spk_1,"in other -- yes."
00:15:18.000,00:15:26.850,spk_3,"Yes, My Lord, giving it thought, I would propose the specific justification rather than exceptional circumstances."
00:15:26.850,00:15:28.470,spk_1,"Well, I'm sure you'll be right to do so."
00:15:28.470,00:15:47.700,spk_3,"Yeah. Because exceptional circumstances, it's, in some respects, nothing is really exceptional in these cases. The specific justification is there needs to be a very good and particular reason as to why the general rule is not"
00:15:47.700,00:15:48.510,spk_1,"being followed"
00:15:48.520,00:15:49.880,spk_3,"in a particular case and"
00:15:49.880,00:15:51.230,spk_1,"specific justification,"
00:15:51.290,00:15:53.240,spk_3,"My Lord, I would say, would seem to cover that."
00:15:59.440,00:16:25.130,spk_4,"I'm not sure again, [inaudible], when it's right to talk about the general rule, because that starts the whole exercise with an assumption that it's out, unless very rarely it's in, and -- Yes -- the accepted mantra is that it's permissible to say that that is the result of applying the test, but that shouldn't be part of the test, one sees why"
00:16:25.750,00:16:26.460,spk_3,"people"
00:16:26.460,00:16:29.630,spk_4,"feel that it's prejudged the answer."
00:16:30.340,00:16:35.380,spk_3,"Yes, My Lord, and referring back to a matter that I raised yesterday"
00:16:35.380,00:16:36.370,spk_0,"that, I"
00:16:36.370,00:16:42.170,spk_3,"think it was in the case of LM, that it was said, well, it's not a presumption, it's a guideline."
00:16:44.210,00:16:49.250,spk_4,"I think it was said it was not a principle, it's a guideline, actually, which probably needs the same."
00:16:49.920,00:17:03.660,spk_3,"It is a guideline. It is the current view that, for a child to give evidence is likely to be traumatic and damaging to the child. So"
00:17:03.660,00:17:15.110,spk_1,"in the second short paragraph, you strike out the words -- Exceptional circumstances -- yeah, whether -- you put in, Whether there is specific justification -- [pause]."
00:17:24.069,00:17:24.240,spk_0,"In"
00:17:24.240,00:17:28.830,spk_1,"[inaudible] a third paragraph, whether there is specific justification."
00:17:29.860,00:18:23.430,spk_3,"Yes. [Pause]. And of course, the last two paragraph's are, well, the first of the last two paragraph's is practical, of course which presents a difficulty in the current arrangements that are made, because of course, at the moment, the only way in a combined court centre where a child can give evidence by live link, is to make arrangements with the criminal courts to effectively borrow their equipment unless they have it already, and that is simply not possible in some of the smaller courts."
00:18:27.530,00:18:27.830,spk_0,"And"
00:18:27.830,00:18:51.060,spk_3,"then the cautionary approach that the judge at first instance has to take where the evidence has not been tested by cross-examination. But of course, My Lord, I dealt at some length, yesterday with the issue of why testing a cross-examination where there's been an ABE interview is not necessarily, in any event, the best"
00:18:51.070,00:18:51.610,spk_1,"way to"
00:18:51.610,00:18:53.980,spk_3,"get the best evidence from a"
00:18:53.980,00:18:54.640,spk_0,"child."
00:18:56.250,00:18:56.910,spk_3,"My Lady --"
00:18:56.980,00:19:07.260,spk_1,"I'm just -- I'm sorry, on the last time. I mean, would you quibble with, In those circumstances necessarily attach lesser way to the child's evidence?"
00:19:08.080,00:19:16.160,spk_3,"[Pause] My Lord, no."
00:19:18.270,00:19:32.270,spk_0,"The alternative point of view to that is, that if we accept what is said, which comes straight out of Cleveland, as"
00:19:32.270,00:19:33.240,spk_3,"to the"
